"","borough","neighborhood","building_class_category","tax_class","block","lot","easement","building_class","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_sqft","gross_sqft","year_built","tax_class_at_sale","building_class_at_sale","sale_price","sale_date","year_of_sale","Borough","CD","CT2010","CB2010","SchoolDist","Council","ZipCode","FireComp","PolicePrct","HealthCent","HealthArea","SanitBoro","SanitDistr","SanitSub","Address","ZoneDist1","ZoneDist2","ZoneDist3","ZoneDist4","Overlay1","Overlay2","SPDist1","SPDist2","SPDist3","LtdHeight","SplitZone","BldgClass","LandUse","Easements","OwnerType","OwnerName","LotArea","BldgArea","ComArea","ResArea","OfficeArea","RetailArea","GarageArea","StrgeArea","FactryArea","OtherArea","AreaSource","NumBldgs","NumFloors","UnitsRes","UnitsTotal","LotFront","LotDepth","BldgFront","BldgDepth","Ext","ProxCode","IrrLotCode","LotType","BsmtCode","AssessLand","AssessTot","ExemptLand","ExemptTot","YearBuilt","YearAlter1","YearAlter2","HistDist","Landmark","BuiltFAR","ResidFAR","CommFAR","FacilFAR","BoroCode","BBL","CondoNo","Tract2010","XCoord","YCoord","ZoneMap","ZMCode","Sanborn","TaxMap","EDesigNum","APPBBL","APPDate","PLUTOMapID","FIRM07_FLA","PFIRM15_FL","Version","MAPPLUTO_F","SHAPE_Leng","SHAPE_Area"
"348",3,"CROWN HEIGHTS","08  RENTALS - ELEVATOR APARTMENTS","2",1306,42,"","D7","90 SULLIVAN PLACE","",11225,28,1,29,14000,46900,2007,2,"D7",21500000,2016-08-24,2016,"BK",309,"327","2000","17",35,11225,"E280",71,32,4800,"3","09","2A","90 SULLIVAN PLACE","R6",NA,NA,NA,"C1-3",NA,NA,NA,NA,NA,"N","D7","04",0,NA,"90 SULLIVAN OWNER LLC",14000,46900,6700,40200,6700,0,0,0,0,0,"2",1,6,28,29,140,100,0,0,NA,"0","N","5","5",351000,3030300,104854,2784154,2007,0,0,NA,NA,3.35,2.43,0,4.8,3,3013060042,0,"0327",995857,181196,"16d",NA,"307 064","30504",NA,0,NA,"1",NA,NA,"17V1.1",0,483.183387472,14217.8106933
"349",3,"FLATBUSH-EAST","08  RENTALS - ELEVATOR APARTMENTS","2",7612,11,"","D1","2425 NOSTRAND AVENUE","177",11210,178,0,178,44100,204830,1955,2,"D1",21431793,2007-08-10,2007,"BK",318,"742","2001","22",45,11210,"L159",63,35,8810,"3","18","6E","2425 NOSTRAND AVENUE","R6",NA,NA,NA,"C1-2",NA,NA,NA,NA,NA,"N","D1","03",0,NA,"3420 NEWKIRK OWNER LL",44100,204830,12480,192350,0,0,12480,0,0,0,"2",1,6,178,178,420,105,420,76.33,NA,"0","N","5","5",459000,5862600,0,0,1955,0,0,NA,NA,4.64,2.43,0,4.8,3,3076120011,0,"0742",999164,167121,"23b",NA,"313 005","32302",NA,0,NA,"1",NA,NA,"17V1.1",0,1049.83320229,44242.3998655
"350",3,"FLATBUSH-NORTH","08  RENTALS - ELEVATOR APARTMENTS","2",4652,8,"","D7","9720 KINGS HIGHWAY","112",11212,119,4,123,23500,113398,1926,2,"D7",21400000,2015-11-09,2015,"BK",317,"890","1001","23",41,11212,"E283",67,33,5810,"3","17","1B","9720 KINGS HIGHWAY","R6",NA,NA,NA,"C2-3",NA,NA,NA,NA,NA,"N","D7","04",0,"P","MP 9720 LLC",23500,113398,6000,107398,0,6000,0,0,0,0,"2",1,6,119,123,250,110,121.67,240,NA,"0","Y","3","5",139500,2715300,0,656220,1926,1985,0,NA,NA,4.83,2.43,0,4.8,3,3046520008,0,"0890",1006697,180166,"17b",NA,"316 049","31502",NA,0,NA,"1",NA,NA,"17V1.1",0,692.107749988,26566.4931903
"351",3,"MADISON","22  STORE BUILDINGS","4",6794,78,"","K9","1104 KINGS HIGHWAY","",11229,0,3,3,19275,21500,1971,4,"K9",21391665,2012-05-03,2012,"BK",315,"554","2001","21",48,11223,"E276",61,35,7320,"3","15","1C","1100 KINGS HIGHWAY","C4-4A","R7A",NA,NA,"C2-3",NA,NA,NA,NA,NA,"Y","K1","05",0,NA,"ARC NYKNGHW003, LLC",19275,21500,21500,0,5000,16500,0,0,0,0,"2",1,1,0,3,108.67,214,108.67,214.02,NA,"0","Y","3","5",520650,4936050,0,0,1971,2012,2006,NA,NA,1.12,4,4,4,3,3067940078,0,"0554",994941,160454,"22d",NA,"314 021","32009",NA,0,NA,"1",NA,NA,"17V1.1",0,597.924131024,19590.6884963
"352",3,"CANARSIE","32  HOSPITAL AND HEALTH FACILITIES","4",8205,11,"","I6","1555 ROCKAWAY PARKWAY","",11236,0,1,1,43000,78676,1975,4,"I6",21373162,2015-01-22,2015,"BK",318,"988","1005","18",46,11236,"L170",69,33,7520,"3","18","1E","1555 ROCKAWAY PARKWAY","R5","R4",NA,NA,NA,NA,NA,NA,NA,NA,"Y","I6","08",0,NA,"FSNR ACQUISITION GROU",43000,78676,78676,0,0,0,0,0,0,78676,"2",1,7,0,1,119.92,141.25,153.83,152.83,NA,"0","Y","5","5",873000,11246850,0,0,1975,2007,2008,NA,NA,1.83,1.25,0,2,3,3082050011,0,"0988",1012258,173476,"23c",NA,"317 058","32405",NA,0,NA,"1",NA,NA,"17V1.1",0,932.918195265,43046.0287313
"353",3,"DOWNTOWN-FULTON FERRY","29  COMMERCIAL GARAGES","4",41,42,"","V1","177 FRONT STREET","",11201,0,1,1,19163,0,1920,4,"G2",21350000,2014-05-13,2014,"BK",302,"21","3016","13",33,11201,"L118",84,36,1000,"3","02","1B","177 FRONT STREET","M1-4/R8A","M1-4/R7A",NA,NA,NA,NA,"MX-2",NA,NA,NA,"Y","D6","04",0,NA,"177 FRONT PROPERTY OW",19163,136730,21197,115533,0,1490,19707,0,0,0,"2",1,12,105,106,213,92.5,213,150,NA,"0","Y","5","5",431100,4431600,153221,4153721,2015,0,0,NA,NA,7.14,5.4,2,6.5,3,3000410042,0,"0021",988142,195252,"12d",NA,"302 007","30101","E-231",3000410042,"07/10/2014","1",NA,NA,"17V1.1",0,632.43852288,19845.4991038
"354",3,"WILLIAMSBURG-CENTRAL","30  WAREHOUSES","4",2263,30,"","V1","194 WALLABOUT STREET","",11206,0,0,0,25000,0,0,4,"E9",21262000,2008-03-06,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",3,"FLATBUSH-LEFFERTS GARDEN","08  RENTALS - ELEVATOR APARTMENTS","2",1327,34,"","D1","100 LEFFERTS AVENUE","",11225,60,0,60,13685,57993,1929,2,"D1",21250000,2016-12-16,2016,"BK",309,"798.01","1000","17",40,11225,"E249",71,35,5320,"3","09","2A","100 LEFFERTS AVENUE","R5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D1","03",0,NA,"LEFFERTS AVENUE VENTU",13685,57993,0,57993,0,0,0,0,0,0,"2",1,6,60,60,161.25,85,161,67,NA,"0","N","5","5",79200,2483100,0,0,1929,0,0,NA,NA,4.24,1.25,0,2,3,3013270034,0,"079801",995927,180343,"16d",NA,"307 064","30504",NA,0,NA,"1",NA,NA,"17V1.1",0,518.793387741,15400.3649067
"356",3,"CARROLL GARDENS","08  RENTALS - ELEVATOR APARTMENTS","2",376,21,"","D1","100 LUQUER STREET","",11231,20,0,20,8982,30433,2008,2,"D1",21100000,2015-07-29,2015,"BK",306,"65","6002","15",39,11231,"L131",76,38,4100,"3","06","1C","100 LUQUER STREET","R6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D1","03",0,NA,"LAWSON 28 LLC",8982,30433,0,30433,0,0,0,0,0,0,"2",1,11,20,20,44,103,0,0,NA,"1","N","5","0",222750,1732500,123771,1633521,2008,0,0,NA,NA,3.39,2,0,2,3,3003760021,0,"0065",983844,186159,"16a",NA,"301 029","30202",NA,3003760047,"09/11/2008","1",NA,NA,"17V1.1",0,552.462627478,10194.3301407
"357",3,"CLINTON HILL","38  ASYLUMS AND HOMES","4",1952,16,"","N2","80 CLIFTON PLACE","",11238,150,0,150,55114,108000,1978,4,"N2",2.1e+07,2011-12-22,2011,"BK",302,"231","1001","13",35,11238,"E210",88,36,1300,"3","02","3A","74 CLIFTON PLACE","R6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N2","08",0,"P","GREENE AVE 2012 BSRC",55114,108000,108000,0,0,0,0,0,0,108000,"2",2,6,0,150,275,200,136,145,NA,"0","N","5","5",620100,4226400,620100,4226400,1978,0,0,NA,NA,1.96,2,0,2,3,3019520016,0,"0231",994987,189793,"16c",NA,"302 064","30702",NA,0,NA,"1",NA,NA,"17V1.1",0,1198.75326527,57779.3843376
"358",3,"WILLIAMSBURG-NORTH","27  FACTORIES","4",2351,6,"","E3","193 BERRY STREET","",11211,0,2,2,47400,47400,1973,4,"F5",2.1e+07,2012-03-12,2012,"BK",301,"553","3004","14",34,11249,"E221",94,30,400,"3","01","2B","193 BERRY STREET","M1-2/R6B",NA,NA,NA,NA,NA,"MX-8",NA,NA,NA,"N","K2","05",0,"P","CAB BEDFORD LLC",47400,122740,122740,0,0,92740,30000,0,0,0,"2",2,2,0,4,137,400,137,400,NA,"0","Y","3","2",2133000,12782700,0,0,1973,2012,2014,NA,NA,2.59,2,2,2,3,3023510006,0,"0553",995341,200184,"12c",NA,"304 012","30804",NA,3023510006,"08/07/2012","1",NA,NA,"17V1.1",0,1078.06797738,47893.9775549
"359",3,"RED HOOK","31  COMMERCIAL VACANT LAND","4",612,99,"","V1","640 COLUMBIA STREET","",11231,0,0,0,176041,0,0,4,"V1",2.1e+07,2013-12-30,2013,"BK",306,"53","1015","15",38,11231,"L101",76,38,4100,"3","06","1D","640 COLUMBIA STREET","M3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","V1","11",0,"P","ALTON EIGHTEEN RED HO",176041,0,0,0,0,0,0,0,0,0,"4",0,0,0,0,660,300,0,0,NA,"0","Y","5","5",4339800,4339800,0,0,0,0,0,NA,NA,0,0,2,0,3,3006120099,0,"0053",981618,183740,"16b","Y","301 014","30207",NA,0,NA,"1","1","1","17V1.1",0,1893.79253456,173442.77563
"360",3,"WILLIAMSBURG-EAST","07  RENTALS - WALKUP APARTMENTS","2B",3051,5,"","C1","90 MESEROLE STREET","",11206,8,0,8,2500,9546,2006,2,"C1",2.1e+07,2014-06-13,2014,"BK",301,"505","2002","14",34,11206,"L108",90,30,1500,"3","01","5B","90 MESEROLE STREET","R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","C1","02",0,NA,"90 MESEROLE NF LLC",2500,9546,0,9546,0,0,0,0,0,0,"2",1,4,8,8,25,100,25,61,NA,"3","N","5","2",27776,457187,339,429750,2006,0,0,NA,NA,3.82,2.43,0,4.8,3,3030510005,0,"0505",999140,197067,"13b",NA,"303 038","31004",NA,3030510005,"04/09/2007","1",NA,NA,"17V1.1",0,251.239869484,2531.3494084
"361",3,"FORT GREENE","22  STORE BUILDINGS","4",2106,29,"","V1","1 FLATBUSH AVENUE","",11217,0,7,7,6695,0,1920,4,"K2",2.1e+07,2015-04-06,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",3,"CROWN HEIGHTS","08  RENTALS - ELEVATOR APARTMENTS","2",1380,54,"","D1","1545 ST. JOHNS PLACE","63",11213,63,0,63,35485,58960,1928,2,"D1",2.1e+07,2016-07-28,2016,"BK",308,"357","1000","17",36,11213,"L123",77,32,5020,"3","08","3A","1539 ST JOHNS PLACE","R6",NA,NA,NA,"C2-3",NA,NA,NA,NA,NA,"N","D1","03",0,"X","ST JOHNS FLATS LLC",35485,58960,0,58960,0,0,0,0,0,0,"2",1,6,63,63,295,120.25,170,120,NA,"0","N","5","2",145800,2784150,145800,2784150,1928,0,0,NA,NA,1.66,2.43,0,4.8,3,3013800054,0,"0357",1004642,183615,"17b",NA,"307 047","30506",NA,0,NA,"1",NA,NA,"17V1.1",0,839.260816792,36666.7451808
"363",3,"WILLIAMSBURG-EAST","26  OTHER HOTELS","4",3110,28,"","H4","249 VARET STREET","",11206,0,16,16,9000,26400,1931,4,"H4",2.1e+07,2016-08-24,2016,"BK",301,"485","2006","14",34,11206,"E237",90,30,900,"3","01","5B","249 VARET STREET","M1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","H4","05",0,"P","249 VARET LLC",9000,26400,0,0,0,0,0,0,0,0,"2",2,4,0,16,100,90,75,85,NA,"0","N","5","5",141750,3222450,0,2574396,1931,2006,0,NA,NA,2.93,0,2,4.8,3,3031100028,0,"0485",1002559,195880,"13b",NA,"309 032","31005",NA,0,NA,"1",NA,NA,"17V1.1",0,383.122327041,9141.35949059
"364",3,"WILLIAMSBURG-EAST","07  RENTALS - WALKUP APARTMENTS","2",3005,1,"","C5","117 GRATTAN STREET","",11237,60,0,60,20000,125400,1931,2,"C5",20750000,2014-06-17,2014,"BK",301,"453","1010","32",34,11237,"E237",90,30,900,"3","01","5B","117 GRATTAN STREET","M1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","C5","02",0,NA,"EIB GRATTAN LLC",20000,125400,62700,62700,0,0,0,0,62700,0,"2",2,4,86,86,200,100,200,80,NA,"0","N","3","5",87300,1274850,0,0,1931,0,0,NA,NA,6.27,0,2,4.8,3,3030050001,0,"0453",1004139,196710,"13b",NA,"309 034","31003",NA,0,NA,"1",NA,NA,"17V1.1",0,609.314430005,20462.3870592
"365",3,"BROOKLYN HEIGHTS","43  CONDO OFFICE BUILDINGS","4",244,1001,"","RB","195 MONTAGUE STREET","A",11201,0,0,1,0,0,1960,4,"RB",20750000,2015-12-23,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",3,"CROWN HEIGHTS","08  RENTALS - ELEVATOR APARTMENTS","2",1189,68,"","D1","15 CROWN STREET","58",11225,58,0,58,13100,51000,1927,2,"D1",20750000,2016-02-02,2016,"BK",309,"213","2004","17",35,11225,"E280",71,36,2720,"3","09","1A","15 CROWN STREET","R8A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D1","03",0,"P","15 CROWN STREET LLC",13100,51000,0,51000,0,0,0,0,0,0,"2",1,6,58,58,100,131,100,118,NA,"0","N","5","2",129600,1595250,0,0,1927,0,0,NA,NA,3.89,6,0,6,3,3011890068,0,"0213",995100,182565,"16d",NA,"307 051","30408",NA,0,NA,"1",NA,NA,"17V1.1",0,466.500379741,13302.0420139
"367",3,"PARK SLOPE","07 RENTALS - WALKUP APARTMENTS","2",1100,60,"","C1","409-421 14TH   STREET","44",11215,44,0,44,14900,27588,1920,2,"C1",20750000,2017-12-13,2017,"BK",306,"149","1001","15",39,11215,"E220",78,39,4700,"3","06","5E","409 14 STREET","R6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","C1","02",0,"P","409 14TH ST LLC",14900,27588,0,27588,0,0,0,0,0,0,"2",6,4,44,44,149,100,149,83.5,NA,"0","N","5","5",174150,1575000,0,0,1920,0,0,"Park Slope Historic District Extension",NA,1.85,2,0,2,3,3011000060,0,"0149",989118,180953,"16d",NA,"306 045","30406",NA,0,NA,"1",NA,NA,"17V1.1",0,505.895980165,15408.4321974
"368",3,"WILLIAMSBURG-EAST","08  RENTALS - ELEVATOR APARTMENTS","2",3061,18,"","D5","157 GRAHAM AVENUE","",11206,76,0,76,12500,38630,1887,2,"D5",20700000,2013-11-21,2013,"BK",301,"505","3000","14",34,11206,"L108",90,30,1500,"3","01","5B","147 GRAHAM AVENUE","R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D5","03",0,"P","CARING SUPPORTED HOUS",12500,38630,0,38630,0,0,0,0,0,0,"2",1,5,76,76,125,100,100,40,NA,"0","N","3","5",225000,3479850,225000,3479850,1887,1986,0,NA,NA,3.09,2.43,0,4.8,3,3030610018,0,"0505",999923,196870,"13b",NA,"303 041","31004",NA,0,NA,"1",NA,NA,"17V1.1",0,465.088358052,13374.5423346
"369",3,"WILLIAMSBURG-NORTH","14  RENTALS - 4-10 UNIT","2A",2327,23,"","S3","184 BEDFORD AVENUE","",11249,3,1,4,1600,3200,1910,2,"S3",20675000,2014-12-23,2014,"BK",301,"553","3001","14",33,11249,"L104",94,30,400,"3","01","2B","184 BEDFORD AVENUE","R6B",NA,NA,NA,"C1-4",NA,NA,NA,NA,NA,"N","S3","04",0,NA,"RS JZ BEDFORD - N 6TH",1600,3200,640,2560,0,640,0,0,0,0,"2",1,4,3,4,20,80,20,40,NA,"0","N","5","5",21589,70853,0,0,1910,0,0,NA,NA,2,2,0,2,3,3023270023,0,"0553",995876,200802,"12c",NA,"304 013","30804",NA,0,NA,"1",NA,NA,"17V1.1",0,206.11184116,1651.44265672
"370",3,"WILLIAMSBURG-NORTH","29  COMMERCIAL GARAGES","4",2323,9,"","G1","286 NORTH 8TH   STREET","",11211,0,1,1,4800,1125,1950,4,"G1",20660000,2016-04-07,2016,"BK",301,"519","1010","14",33,11211,"E229",94,30,700,"3","01","3B","286 NORTH 8 STREET","M1-2/R6A","M1-2/R6",NA,NA,NA,NA,"MX-8",NA,NA,NA,"Y","V1","11",0,NA,"HOC WILLIAMSBURG, LLC",5997,0,0,0,0,0,0,0,0,0,"4",0,0,0,0,29.42,100,0,0,NA,"0","Y","5","5",135000,135000,0,0,0,0,0,NA,NA,0,3,2,3,3,3023230009,0,"0519",997244,199988,"13b","Y","304 024","30804","E-138",0,NA,"1","1",NA,"17V1.1",0,353.369121475,6229.96902361
"371",3,"CONEY ISLAND","08  RENTALS - ELEVATOR APARTMENTS","2",7055,13,"","D1","2950 WEST 24TH   STREET","360",11224,360,0,360,153383,380000,1972,2,"D1",20555001,2007-01-30,2007,"BK",313,"326","3002","21",47,11224,"E318",60,37,9020,"3","13","2B","2950 WEST 24 STREET","R6",NA,NA,NA,"C1-2",NA,NA,NA,NA,NA,"N","D1","03",0,NA,"OCEAN TOWERS PARTNERS",153383,380000,0,380000,0,0,0,0,0,0,"2",1,19,360,360,237.83,670.83,95,200,NA,"0","Y","5","2",1174950,14301000,0,2023750,1972,0,0,NA,NA,2.48,2.43,0,4.8,3,3070550013,0,"0326",986630,148618,"28d",NA,"318 070","32104",NA,0,NA,"1","1","1","17V1.1",0,1784.87856119,155218.397794
"372",3,"GRAVESEND","08  RENTALS - ELEVATOR APARTMENTS","2",6928,50,"","D1","288 BAY 38TH STREET","140",11214,140,0,140,47435,149175,1963,2,"D1",20535742,2011-06-06,2011,"BK",311,"304","3006","21",43,11214,"L166",62,37,8620,"3","11","5D","268 BAY 38 STREET","R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D1","03",0,NA,"OXFORD II REALTY LLC",47435,149175,0,149175,0,0,0,0,0,0,"2",1,6,140,140,174.74,216.35,223.75,134,NA,"1","Y","4","0",547200,4177800,0,0,1963,0,0,NA,NA,3.14,2.43,0,4.8,3,3069280050,0,"0304",985826,155283,"28c",NA,"312 018","32102",NA,0,NA,"1",NA,"1","17V1.1",0,865.082670306,43716.2508077
"373",3,"WILLIAMSBURG-NORTH","30  WAREHOUSES","4",2320,15,"","E9","177 NORTH 7TH   STREET","",11211,0,1,1,7500,9000,1950,4,"E9",20500000,2015-11-18,2015,"BK",301,"553","1000","14",33,11211,"L104",94,30,400,"3","01","2B","177 NORTH 7 STREET","R6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","E1","06",0,NA,"177 N. 7TH LLC",7500,9000,9000,0,0,0,0,0,9000,0,"2",1,2,0,1,50,200,50,200,NA,"3","Y","5","0",135000,423900,0,0,1950,2005,0,NA,NA,1.2,2,0,2,3,3023200015,0,"0553",996221,200744,"12c","Y","304 017","30804","E-138",0,NA,"1",NA,NA,"17V1.1",0,505.339679726,7524.33703259
"374",3,"CARROLL GARDENS","07  RENTALS - WALKUP APARTMENTS","2",476,19,"","C5","204 HUNTINGTON STREET","",11231,60,0,60,16120,60664,1917,2,"C5",20500000,2003-12-01,2003,"BK",306,"77","3006","15",39,11231,"L131",76,38,2500,"3","06","1D","204 HUNTINGTON STREET","R6A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","C5","02",0,NA,"204 HS ASSOCIATES, LL",16120,60664,0,60664,0,0,0,0,0,0,"2",1,3,60,60,94.5,185.5,94.5,185.5,NA,"0","Y","3","5",580500,6913350,0,0,1917,2000,0,NA,NA,3.76,3,0,3,3,3004760019,0,"0077",984804,185311,"16c",NA,"301 037","30204",NA,3004760019,"03/08/2001","1",NA,NA,"17V1.1",0,792.666903117,29431.6704539
"375",3,"CROWN HEIGHTS","29  COMMERCIAL GARAGES","2",1149,18,"","D9","555 PROSPECT PLACE","",11238,120,3,123,29640,144493,2005,4,"G7",20500000,2003-01-15,2003,"BK",308,"305","2001","17",35,11238,"E219",77,36,2710,"3","08","1A","880 BERGEN STREET","R7A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D9","03",0,"P","467-75 ST. MARKS AVE",29640,144493,64633,79860,33975,0,30658,0,0,0,"2",1,14,120,123,125,257,125,257,NA,"0","Y","5","5",800100,8669250,59045,7928195,2005,0,0,NA,NA,4.87,4,0,4,3,3011490018,0,"0305",995808,185874,"16c",NA,"307 014","30407",NA,3011490018,"02/07/2007","1",NA,NA,"17V1.1",0,918.260122816,33983.1488896
"376",3,"CROWN HEIGHTS","29  COMMERCIAL GARAGES","",1149,87,"","","555 PROSPECT PLACE","",11238,0,0,0,0,0,0,4,"G7",20500000,2003-01-15,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",3,"CROWN HEIGHTS","32  HOSPITAL AND HEALTH FACILITIES","2",1156,1,"","D5","555 PROSPECT PLACE","",11238,76,0,76,24534,71567,1930,4,"I1",20500000,2003-01-15,2003,"BK",308,"305","3001","17",35,11238,"E219",77,36,2710,"3","08","1A","699 CLASSON AVENUE","R6A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D5","03",0,"P","713 CLASSON AVE LLC",24534,71567,1500,70067,0,1500,0,0,0,0,"2",1,6,76,76,257,95.16,55,85,NA,"0","Y","3","5",474300,4451850,0,0,1930,2004,0,NA,NA,2.92,3,0,3,3,3011560001,0,"0305",995527,185604,"16c",NA,"307 014","30407",NA,3011560001,"10/19/2007","1",NA,NA,"17V1.1",0,723.577592395,22594.1654013
"378",3,"GOWANUS","27  FACTORIES","4",465,18,"","F9","68 3 STREET","",11231,0,1,1,986,1972,1910,4,"F9",20340000,2014-01-30,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",3,"SHEEPSHEAD BAY","22  STORE BUILDINGS","4",7459,102,"","K2","1600 SHEEPSHEAD BAY ROAD","",11235,1,10,11,19450,19710,1927,4,"K2",20325000,2007-11-05,2007,"BK",315,"606","1002","22",48,11235,"L169",61,37,8721,"3","15","3D","1600 SHEEPSHEAD BAY ROAD","C4-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","K4","04",0,NA,"MARNI & ANDY HOLDING",13335,11654,11654,0,0,11654,0,0,0,0,"2",4,2,1,11,99.36,135.56,26,60,NA,"0","Y","5","5",310050,853200,0,0,1927,2014,0,NA,NA,0.87,2.43,3.4,4.8,3,3074590102,0,"0606",997206,153118,"29a",NA,"318 011","32206",NA,0,NA,"1","1","1","17V1.1",0,468.219549424,13328.0881818
"380",3,"BENSONHURST","22  STORE BUILDINGS","4",6346,5,"","K1","2007 86TH STREET","",11214,0,2,2,14330,13460,1918,4,"K1",20250000,2015-09-10,2015,"BK",311,"288","2001","21",47,11214,"E243",62,31,8400,"3","11","3E","2007 86 STREET","C4-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","K1","05",0,"P","303-305 EAST 93, LLC",14330,13460,13460,0,0,13460,0,0,0,0,"2",1,1,0,2,70,200,70,200,NA,"0","Y","4","5",508500,3850200,0,102375,1918,2013,0,NA,NA,0.94,2.43,3.4,4.8,3,3063460005,0,"0288",984908,159605,"22d","Y","312 067","31905",NA,0,NA,"1",NA,NA,"17V1.1",0,601.5089632,14215.087741
"381",3,"KENSINGTON","10  COOPS - ELEVATOR APARTMENTS","2",5338,70,"","D4","230 OCEAN PARKWAY","60",11218,60,0,60,15000,49518,1926,2,"D4",20250000,2016-12-16,2016,"BK",312,"494","4000","15",39,11218,"E240",66,35,7000,"3","12","5C","230 OCEAN PARKWAY","R7A","R5",NA,NA,NA,NA,"OP",NA,NA,NA,"Y","D4","03",0,NA,"230 OCEAN PARKWAY, LL",15000,49518,0,49518,0,0,0,0,0,0,"2",1,6,60,60,100,150,100,104,NA,"0","N","5","5",145350,1527750,0,0,1926,0,0,NA,NA,3.3,4,0,4,3,3053380070,0,"0494",991219,173911,"22c",NA,"310A050","31607",NA,0,NA,"1",NA,NA,"17V1.1",0,506.510216566,15400.744863
"382",3,"KENSINGTON","10  COOPS - ELEVATOR APARTMENTS","2",5338,70,"","D4","230 OCEAN PARKWAY, 60                    ","",11218,0,0,0,0,0,1926,2,"D4",20250000,2016-12-16,2016,"BK",312,"494","4000","15",39,11218,"E240",66,35,7000,"3","12","5C","230 OCEAN PARKWAY","R7A","R5",NA,NA,NA,NA,"OP",NA,NA,NA,"Y","D4","03",0,NA,"230 OCEAN PARKWAY, LL",15000,49518,0,49518,0,0,0,0,0,0,"2",1,6,60,60,100,150,100,104,NA,"0","N","5","5",145350,1527750,0,0,1926,0,0,NA,NA,3.3,4,0,4,3,3053380070,0,"0494",991219,173911,"22c",NA,"310A050","31607",NA,0,NA,"1",NA,NA,"17V1.1",0,506.510216566,15400.744863
